               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   8,            0.060093,            0.040606,            0.045675,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0014208,           0.0014208,            0.041519
                   9,            0.063782,            0.043993,            0.044229,             0.87908,             0.37222,             0.41329,              0.2176,            0.056866,            0.041328,            0.040747,           0.0008295,           0.0008295,            0.029866
                   0,            0.099443,            0.076345,            0.062485,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0007833,           0.0007833,            0.093783
                   1,            0.089855,            0.077383,            0.061244,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0015123,           0.0015123,            0.086512
                   2,             0.07689,            0.086557,            0.058413,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020641,           0.0020641,            0.079064
                   3,            0.070535,            0.088461,            0.056159,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024386,           0.0024386,            0.071439
                   4,            0.062636,            0.084342,            0.053997,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026359,           0.0026359,            0.063636
                   5,            0.057909,             0.08984,            0.051357,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026559,           0.0026559,            0.055656
                   6,            0.055278,            0.095449,            0.048044,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024987,           0.0024987,            0.047499
                   7,            0.055157,            0.090386,            0.045894,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021643,           0.0021643,            0.039164
                   8,            0.052572,            0.087715,            0.044757,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0016525,           0.0016525,            0.030653
                   9,            0.051396,            0.083677,            0.045097,               0.943,             0.15439,             0.20435,            0.099452,            0.046608,            0.067277,            0.042861,          0.00096357,          0.00096357,            0.021964
                   0,            0.077529,            0.040063,            0.058919,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0007399,           0.0007399,            0.083454
                   1,             0.07098,            0.042862,            0.057772,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0014285,           0.0014285,            0.077028
                   2,            0.061359,            0.047862,             0.05511,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019497,           0.0019497,            0.070434
                   3,            0.055535,            0.049917,            0.052911,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023035,           0.0023035,            0.063672
                   4,            0.050977,            0.047954,            0.051371,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024899,           0.0024899,            0.056743
                   5,            0.046094,             0.05288,            0.048338,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025088,           0.0025088,            0.049647
                   6,            0.044427,            0.052364,            0.046225,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023603,           0.0023603,            0.042383
                   7,            0.042825,            0.053482,            0.045016,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020443,           0.0020443,            0.034952
                   8,            0.041364,            0.051386,            0.043493,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001561,            0.001561,            0.027354
                   9,             0.04087,            0.053413,             0.04185,              0.9154,             0.18462,             0.17732,            0.085586,            0.038539,            0.041612,            0.042053,          0.00091018,          0.00091018,            0.019588
                   0,             0.10048,             0.05924,            0.069275,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0006461,           0.0006461,             0.10873
                   1,            0.088601,            0.062372,            0.067059,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012474,           0.0012474,             0.10003
                   2,            0.077172,            0.072684,            0.062537,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0017026,           0.0017026,            0.091192
                   3,            0.070254,            0.077514,            0.057415,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020115,           0.0020115,            0.082203
                   4,            0.060205,            0.068873,            0.053429,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021742,           0.0021742,            0.073068
                   5,            0.055154,            0.076488,            0.049617,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021907,           0.0021907,            0.063787
                   6,            0.052649,             0.07062,             0.04683,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020611,           0.0020611,             0.05436
                   7,            0.053964,             0.06585,            0.043166,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0017852,           0.0017852,            0.044787
                   8,             0.05078,            0.068078,            0.041999,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0013631,           0.0013631,            0.035067
                   9,            0.053777,            0.060527,            0.040769,             0.87434,             0.33846,             0.39311,             0.19516,            0.044936,            0.050752,            0.040564,           0.0007948,           0.0007948,            0.025201
                   0,             0.10158,            0.048909,            0.052233,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.000728,            0.000728,             0.10482
                   1,            0.089179,            0.052262,            0.051011,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0014056,           0.0014056,            0.096546
                   2,            0.076705,            0.061304,            0.048444,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019184,           0.0019184,            0.088105
                   3,            0.068008,             0.06661,             0.04561,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0022665,           0.0022665,            0.079498
                   4,            0.060613,            0.058632,              0.0436,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024499,           0.0024499,            0.070727
                   5,            0.055146,            0.065046,            0.041195,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024685,           0.0024685,            0.061791
                   6,            0.053369,            0.060453,            0.039715,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023225,           0.0023225,            0.052691
                   7,             0.05303,            0.058062,            0.037538,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020116,           0.0020116,            0.043426
                   8,            0.047446,            0.060773,            0.036674,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0015361,           0.0015361,            0.033996
                   9,            0.050605,            0.054493,             0.03585,             0.88681,              0.2864,             0.37942,              0.1944,            0.043299,            0.045405,            0.035279,          0.00089584,          0.00089584,            0.024401
                   0,            0.099957,            0.073569,            0.062372,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.000714,            0.000714,             0.11134
                   1,            0.087859,            0.077586,             0.06064,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0013785,           0.0013785,             0.10249
                   2,            0.076472,             0.08958,            0.057265,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018815,           0.0018815,            0.093473
