               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 121,            0.016191,            0.021687,           0.0030869,             0.86669,             0.74834,              0.7399,             0.51141,            0.029252,            0.041162,           0.0018939,           0.0041094,           0.0041094,           0.0041094
                 122,            0.016559,            0.021649,           0.0031828,             0.86934,             0.73723,              0.7524,             0.52543,            0.028612,            0.040798,           0.0018213,           0.0040424,           0.0040424,           0.0040424
                 123,             0.01647,            0.021887,           0.0031059,             0.88903,             0.71089,             0.75404,             0.52112,            0.029684,            0.041614,           0.0019438,           0.0039757,           0.0039757,           0.0039757
                 124,             0.01646,             0.02239,           0.0031301,             0.88598,             0.73526,              0.7603,             0.53169,            0.029192,            0.041518,           0.0018304,           0.0039094,           0.0039094,           0.0039094
                 125,             0.01638,            0.021266,           0.0031788,             0.86308,             0.76743,             0.75406,             0.51862,            0.030513,            0.040169,            0.001902,           0.0038434,           0.0038434,           0.0038434
                 126,            0.015914,            0.020593,           0.0028367,             0.89116,             0.76233,             0.75669,             0.54417,             0.02927,            0.039259,           0.0017916,           0.0037779,           0.0037779,           0.0037779
                 127,            0.016332,            0.020308,             0.00296,             0.88289,             0.75272,             0.74776,             0.52299,            0.031192,            0.042176,            0.001911,           0.0037128,           0.0037128,           0.0037128
                 128,            0.016121,            0.021833,           0.0029267,             0.84037,              0.7518,             0.74895,             0.52983,            0.029257,            0.043239,           0.0019144,           0.0036482,           0.0036482,           0.0036482
                 129,            0.015822,            0.020801,           0.0030724,             0.85846,             0.74888,             0.75703,             0.53062,            0.030145,            0.042552,           0.0020072,            0.003584,            0.003584,            0.003584
                 130,            0.015651,            0.020421,            0.003263,             0.83463,             0.76688,             0.75855,             0.54575,             0.02959,            0.043828,           0.0021284,           0.0035203,           0.0035203,           0.0035203
